"filename", "language", "JSON", "HTML", "YAML", "Dart", "Markdown", "Swift", "C++", "XML", "JavaScript", "Groovy", "Properties", "comment", "blank", "total"
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\discover\widgets\post_card.dart", "Dart", 0, 0, 0, 219, 0, 0, 0, 0, 0, 0, 0, 2, 16, 237
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\discover\widgets\post_card_for_grids.dart", "Dart", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 6, 52
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\discover\widgets\posts_part.dart", "Dart", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 32, 8, 105
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\discover\widgets\story_components\story_page_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 9, 81
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\discover\widgets\story_container.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 12, 119
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\event\event_detail.dart", "Dart", 0, 0, 0, 482, 0, 0, 0, 0, 0, 0, 0, 7, 32, 521
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\event\events_page.dart", "Dart", 0, 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 14, 270
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\event\filtered_events_page.dart", "Dart", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 1, 6, 63
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\event\widgets\parallax_events.dart", "Dart", 0, 0, 0, 277, 0, 0, 0, 0, 0, 0, 0, 20, 41, 338
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\event\widgets\parallax_example.dart", "Dart", 0, 0, 0, 281, 0, 0, 0, 0, 0, 0, 0, 20, 41, 342
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\general_page.dart", "Dart", 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 1, 6, 198
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\subpages\contributed_post_list_page.dart", "Dart", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 7, 65
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\subpages\contributions_page.dart", "Dart", 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 15, 147
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\subpages\spinner_page.dart", "Dart", 0, 0, 0, 338, 0, 0, 0, 0, 0, 0, 0, 2, 21, 361
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\acik_sahne_part.dart", "Dart", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 3, 41
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\announcement_part.dart", "Dart", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\contributions_part.dart", "Dart", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 4, 2, 33
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\event_part.dart", "Dart", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 3, 44
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\podcast_part.dart", "Dart", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 3, 56
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\post_card.dart", "Dart", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 52, 7, 94
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\post_part.dart", "Dart", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\spinner_part.dart", "Dart", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 4, 2, 31
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\screens\filtered_group_view.dart", "Dart", 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 69, 9, 246
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\screens\group_detail_page.dart", "Dart", 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 21, 26, 259
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\screens\groups_page.dart", "Dart", 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 2, 14, 226
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_add_member_page.dart", "Dart", 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 12, 13, 220
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_event_management_page.dart", "Dart", 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 4, 11, 164
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_invitations_page.dart", "Dart", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 11, 10, 122
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_management_page.dart", "Dart", 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 4, 103
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_member_management_page.dart", "Dart", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 1, 10, 142
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_post_management_page.dart", "Dart", 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 42, 11, 221
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\widgets\group_events_tab_view.dart", "Dart", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\widgets\group_info_tab_view.dart", "Dart", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\widgets\group_members_tab_view.dart", "Dart", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 3, 61
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\widgets\group_photos_tab_view.dart", "Dart", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 3, 46
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\widgets\group_posts_tab_view.dart", "Dart", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 3, 51
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\home_page.dart", "Dart", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 3, 11, 130
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\interest\insterests_page.dart", "Dart", 0, 0, 0, 346, 0, 0, 0, 0, 0, 0, 0, 4, 19, 369
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\interest\interest_registration_page.dart", "Dart", 0, 0, 0, 358, 0, 0, 0, 0, 0, 0, 0, 6, 21, 385
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\interest\interests_util.dart", "Dart", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 3, 64
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\interest\temporary_interests_page.dart", "Dart", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 10, 128
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\interest\temporary_registration_interests_page.dart", "Dart", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 6, 122
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\interest\yedek.dart", "Dart", 0, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 23, 254
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\landing_page.dart", "Dart", 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 6, 13, 200
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\onboarding\onboarding_page.dart", "Dart", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 2, 3, 101
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\chatrooms\chatroom_page.dart", "Dart", 0, 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 4, 14, 250
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\chatrooms\user_chatrooms_page.dart", "Dart", 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 1, 15, 153
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\applications_page.dart", "Dart", 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 1, 3, 75
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\calendar_page.dart", "Dart", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\dod_card_page.dart", "Dart", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 5, 6, 84
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\favorites_page.dart", "Dart", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 1, 12, 140
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\notifications_settings_page.dart", "Dart", 0, 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 0, 7, 220
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\personal_profile_settings_page.dart", "Dart", 0, 0, 0, 473, 0, 0, 0, 0, 0, 0, 0, 0, 22, 495
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\privacy_settings_page.dart", "Dart", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 9, 9, 134
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\profile_settings_page.dart", "Dart", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 3, 68
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\security_settings_page.dart", "Dart", 0, 0, 0, 402, 0, 0, 0, 0, 0, 0, 0, 5, 21, 428
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\social_accounts_settings_page.dart", "Dart", 0, 0, 0, 349, 0, 0, 0, 0, 0, 0, 0, 0, 13, 362
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\user_contributions_page.dart", "Dart", 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 10, 104
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\user_options_page.dart", "Dart", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 3, 121
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\notifications\invitations\user_group_invitations_part.dart", "Dart", 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 17, 162
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\notifications\user_invitations_page.dart", "Dart", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 1, 6, 72
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\notifications\user_notifications_page.dart", "Dart", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 1, 7, 89
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\others_profile_page.dart", "Dart", 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 15, 162
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\profile_page.dart", "Dart", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 5, 4, 100
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\drawer.dart", "Dart", 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 11, 8, 174
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_body.dart", "Dart", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 5, 88
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_event_part.dart", "Dart", 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 13, 159
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_group_part.dart", "Dart", 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 1, 9, 171
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_header.dart", "Dart", 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 5, 111
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_info_part.dart", "Dart", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 7, 5, 114
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_posts_part.dart", "Dart", 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 6, 77
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\post_card_for_grids.dart", "Dart", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 6, 47
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_collections_part.dart", "Dart", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_body.dart", "Dart", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 1, 5, 92
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_events_tab.dart", "Dart", 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 8, 11, 161
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_groups_tab.dart", "Dart", 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 7, 169
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_header.dart", "Dart", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 6, 99
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_info_tab.dart", "Dart", 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 14, 6, 114
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_posts_tab.dart", "Dart", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 6, 75
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\search\search_page.dart", "Dart", 0, 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 4, 15, 356
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\utilities\ad_helper.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 5, 37
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\utilities\dialogs.dart", "Dart", 0, 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 10, 234
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\utilities\error_handlers\auth_exception_handler.dart", "Dart", 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 3, 6, 154
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\utilities\profanity_checker.dart", "Dart", 0, 0, 0, 715, 0, 0, 0, 0, 0, 0, 0, 0, 4, 719
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\utilities\role_controller.dart", "Dart", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 7, 46
"d:\Yazilim\Flutter\Dodact\dodact_v1\package-lock.json", "JSON", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Yazilim\Flutter\Dodact\dodact_v1\pubspec.yaml", "YAML", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28, 167
"d:\Yazilim\Flutter\Dodact\dodact_v1\test\widget_test.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"d:\Yazilim\Flutter\Dodact\dodact_v1\web\index.html", "HTML", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 99
"d:\Yazilim\Flutter\Dodact\dodact_v1\web\manifest.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"d:\Yazilim\Flutter\Dodact\dodact_v1\yedekler\feed_yedek.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 60
"d:\Yazilim\Flutter\Dodact\dodact_v1\yedekler\profile_backup.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 0, 215
"Total", "-", 2137, 163, 140, 21331, 13, 12, 1, 159, 307, 99, 8, 1471, 2278, 28119
